Event_Name,Event_Client_Id,Venue_Name,Event_Date,Event_Time,as_of_date,unique_views,order_qty,tkt_qty
Canucks vs. Blues,11005EDDB5EB3038,Rogers Arena,2024-01-24,19:00,2023-12-02,53,2,5
Canucks vs. Jets,11005EDDB5F43070,Rogers Arena,2024-02-17,19:00,2023-11-24,187,4,11
Canucks vs. Blackhawks,11005EDDB5E93019,Rogers Arena,2024-01-22,19:00,2023-12-14,361,1,3
Canucks vs. Jets,11005EDDB5F43070,Rogers Arena,2024-02-17,19:00,2024-01-01,122,2,3
Canucks vs. Coyotes,11005EDDB5E32FFD,Rogers Arena,2024-01-18,19:00,2024-01-02,412,0,0
Canucks vs. Sabres,11005EDDB607309D,Rogers Arena,2024-03-19,19:00,2024-01-12,96,0,0
Canucks vs. Kings,11005EDDB5FC3087,Rogers Arena,2024-02-29,19:00,2023-11-27,93,3,6
Canucks vs. Penguins,11005EDDB5F9307D,Rogers Arena,2024-02-27,19:00,2023-12-31,92,0,0
Canucks vs. Rangers,11005D05E89B52EC,Rogers Arena,2023-02-15,19:00,2022-12-29,111,6,17
Cancelled ticket due to 50% capacity Canucks vs Coyotes,11005B3CED322DAD,Rogers Arena,2022-02-08,19:00,2021-12-15,1102,26,81
Canucks vs. Jets,11005D05E8EE53A3,Rogers Arena,2022-12-17,19:00,2022-11-18,246,5,18
Canucks vs. Vegas Golden Knights,11005723A141322D,Rogers Arena,2019-12-19,19:00,2019-12-16,430,6,10
Canucks vs. Avalanche,11005723840D1F47,Rogers Arena,2020-03-06,19:00,2019-12-09,89,6,15
Canucks vs. Blackhawks,1100572383FE1F3F,Rogers Arena,2020-01-02,19:00,2019-12-29,819,10,14
Canucks vs. Sharks,11005D05E8F853AC,Rogers Arena,2022-12-27,19:00,2022-09-03,72,4,17
Canucks vs. Sabres,11005B3CECE72D60,Rogers Arena,2022-03-20,19:00,2022-03-11,541,18,42
Canucks vs. Bruins,11005724CCEE3B00,Rogers Arena,2020-02-22,19:00,2020-02-04,393,17,49
Canucks vs. Flyers,11005EDDB65E319B,Rogers Arena,2023-12-28,19:00,2023-11-29,197,6,12
Canucks vs. Sharks,11005723A12031DF,Rogers Arena,2022-03-13,19:00,2019-12-24,64,10,27
Canucks vs. Coyotes,11005B3CECF52D6C,Rogers Arena,2022-04-14,19:00,2022-04-02,338,6,13
Canucks vs. Flames,11005B3CECD52C7F,Rogers Arena,2022-02-24,19:00,2021-12-12,189,5,10
Canucks vs. Avalanche,11005723840D1F47,Rogers Arena,2020-03-06,19:00,2019-12-27,66,3,6
Canucks vs. Islanders,11005EDDB63A314A,Rogers Arena,2023-11-15,19:00,2023-11-12,1535,12,29
Canucks vs. Oilers,11005EDDB62A3117,Rogers Arena,2023-10-11,19:00,2023-08-12,175,4,10
Canucks vs. Oilers,11005D05E89152CB,Rogers Arena,2023-01-21,19:00,2023-01-19,1825,3,3
Canucks vs. Oilers,11005D05E89152CB,Rogers Arena,2023-01-21,19:00,2022-12-24,451,3,6
Canucks vs. Kings,1100572384211F56,Rogers Arena,2019-10-09,19:00,2019-10-09,886,29,58
Canucks vs. Flyers,11005D05E89D52EF,Rogers Arena,2023-02-18,19:00,2022-12-03,106,3,7
Canucks vs. Capitals,11005D05E8E1537C,Rogers Arena,2022-11-29,19:00,2022-08-31,249,16,37
Canucks vs. Blue Jackets,11005526775A2EA2,Rogers Arena,2019-03-24,19:00,2019-02-22,49,3,6
Canucks vs. Seattle Kraken,11005D05E8F553A7,Rogers Arena,2022-12-22,19:00,2022-11-25,265,3,7
Canucks vs. Sharks,11005526768F2A33,Rogers Arena,2019-04-02,19:00,2019-03-12,124,4,7
Canucks vs. Sharks,11005724C2C437A5,Rogers Arena,2020-01-18,19:00,2019-10-11,41,3,7
Canucks vs. Devils,11005EDDB649316B,Rogers Arena,2023-12-05,19:00,2023-11-24,587,4,7
Canucks vs. Panthers,11005723A12831FD,Rogers Arena,2019-10-28,19:00,2019-10-09,237,12,40
Canucks vs. Bruins,11005724CCEE3B00,Rogers Arena,2020-02-22,19:00,2019-12-16,148,8,21
Canucks vs. Seattle Kraken,11005B3CECFA2D71,Rogers Arena,2022-04-26,19:00,2022-02-25,67,3,10
Canucks vs. Rangers,11005EDDB62F3121,Rogers Arena,2023-10-28,19:00,2023-10-08,457,12,28
Canucks vs. Rangers,11005724C2BF37A3,Rogers Arena,2020-01-04,19:00,2019-12-29,550,7,20
Canucks vs. Kings,11005D05E8DC5360,Rogers Arena,2022-11-18,19:00,2022-09-29,121,3,9
Canucks vs. Blues,11005723A1093175,Rogers Arena,2020-01-27,19:00,2019-11-05,121,15,41
Canucks vs. Lightning,11005723A11C31CD,Rogers Arena,2022-03-11,19:00,2020-02-08,95,4,9
Canucks vs. Penguins,11005724CCF73B0D,Rogers Arena,2019-12-21,19:00,2019-12-21,1281,32,63
Canucks vs. Devils,1100552676832A0F,Rogers Arena,2019-03-15,19:00,2018-12-30,37,3,7
Canucks vs. Blue Jackets,11005723A1143199,Rogers Arena,2020-03-08,19:00,2020-02-24,256,12,25
Canucks vs. Flames,11005B3CECE42D5E,Rogers Arena,2022-03-19,19:00,2021-11-03,68,5,17
Canucks vs. Avalanche,11005D05E88E52C2,Rogers Arena,2023-01-20,19:00,2022-09-04,49,4,11
Canucks vs. Sharks,11005D05E8F853AC,Rogers Arena,2022-12-27,19:00,2022-11-08,161,6,26
Cancelled ticket due to 50% capacity Canucks vs Panthers,11005B3CECCB2C77,Rogers Arena,2022-01-21,19:00,2021-11-23,114,7,21
Canucks vs. Senators,110056FDD5AF3CCA,Rogers Arena,2019-09-25,19:00,2019-08-01,127,7,15
Canucks vs. Flames,11005EDDB61D30E0,Rogers Arena,2024-04-16,19:00,2024-03-07,396,4,12
Cancelled ticket due to 50% capacity Canucks vs Panthers,11005B3CECCB2C77,Rogers Arena,2022-01-21,19:00,2021-11-08,128,4,13
Canucks vs. Panthers,11005EDDB6553192,Rogers Arena,2023-12-14,19:00,2023-11-26,382,3,6
Canucks vs. Flames,11005EDDB60D30B2,Rogers Arena,2024-03-23,19:00,2023-10-01,36,2,11
Canucks vs. Seattle Kraken,11005D05E8BB5329,Rogers Arena,2023-04-04,19:00,2023-01-27,94,2,7
Canucks vs. Coyotes,11005B3CECF52D6C,Rogers Arena,2022-04-14,19:00,2022-02-06,36,2,7
Canucks vs. Canadiens,11005EDDB60A30A4,Rogers Arena,2024-03-21,19:00,2024-01-11,219,2,5
Canucks vs. Jets,11005D05E8EE53A3,Rogers Arena,2022-12-17,19:00,2022-10-06,95,2,5
Canucks vs. Oilers,11005EDDB62A3117,Rogers Arena,2023-10-11,19:00,2023-08-29,439,2,6
Canucks vs. Avalanche,11005D05E88E52C2,Rogers Arena,2023-01-20,19:00,2022-11-18,96,2,6
Canucks vs. Flames,11005724C2CC37B1,Rogers Arena,2022-03-14,19:00,2019-11-21,29,2,4
Canucks vs. Sharks,11005526768F2A33,Rogers Arena,2019-04-02,19:00,2018-12-10,19,2,4
Canucks vs. Penguins,11005D05E8D15349,Rogers Arena,2022-10-28,19:00,2022-09-09,160,2,4
Canucks vs. Oilers,11005EDDB6383138,Rogers Arena,2023-11-06,19:00,2023-09-13,139,2,4
Canucks vs. Senators,11005EDDB5DF2FF6,Rogers Arena,2024-01-02,19:00,2023-08-07,25,1,2
Canucks vs. Sharks,11005EDDB640315D,Rogers Arena,2023-11-20,19:00,2023-09-01,32,1,2
Canucks vs. Oilers,11005EDDB6383138,Rogers Arena,2023-11-06,19:00,2023-08-16,73,1,2
Canucks vs. Oilers,11005EDDB6383138,Rogers Arena,2023-11-06,19:00,2023-08-14,130,1,2
Canucks vs. Sharks,11005D05E8B4531A,Rogers Arena,2023-03-23,19:00,2022-12-21,38,1,2
Canucks vs. Flames,11005724C2CC37B1,Rogers Arena,2022-03-14,19:00,2019-11-20,26,1,2
Canucks vs. Oilers,110056FDD5A83CC4,Rogers Arena,2019-09-17,19:00,2019-08-16,56,1,2
Canucks vs. Senators,1100552677532D9A,Rogers Arena,2019-03-20,19:00,2018-11-18,22,1,2
Canucks vs. Coyotes,11005B3CECF52D6C,Rogers Arena,2022-04-14,19:00,2021-10-28,26,1,3
Canucks vs. Ducks,11005D05E8AA5309,Rogers Arena,2023-03-08,19:00,2023-02-20,261,1,3
Canucks vs. Avalanche,11005D05E88852BC,Rogers Arena,2023-01-05,19:00,2022-10-25,80,1,3
Canucks vs. Canadiens,11005EDDB60A30A4,Rogers Arena,2024-03-21,19:00,2023-10-15,116,1,4
Canucks vs. Blue Jackets,11005D05E89652DD,Rogers Arena,2023-01-27,19:00,2022-11-05,51,1,4
Canucks vs. Jets,11005EDDB5F43070,Rogers Arena,2024-02-17,19:00,2023-08-27,24,1,4
Canucks vs. Flames,11005EDDB60D30B2,Rogers Arena,2024-03-23,19:00,2023-09-15,11,1,1
Canucks vs. Ducks,11005EDDB643315F,Rogers Arena,2023-11-28,19:00,2023-10-11,170,1,1
Canucks vs. Ducks,1100552677602EA6,Rogers Arena,2019-03-26,19:00,2018-11-03,11,1,5
Canucks vs. Wings,11005EDDB5F1305E,Rogers Arena,2024-02-15,19:00,2023-09-11,39,1,6
Canucks vs. Senators,1100552677532D9A,Rogers Arena,2019-03-20,19:00,2019-02-16,53,1,8
Canucks vs. Flames,11005D05E8C15331,Rogers Arena,2023-04-08,19:00,2023-01-29,102,1,7
Canucks vs. Blackhawks,11005D05E8BE532E,Rogers Arena,2023-04-06,19:00,2023-02-06,75,1,7
Canucks vs. Devils,11005723A1303213,Rogers Arena,2019-11-10,13:00,2019-10-29,406,14,34
Canucks vs. Coyotes,11005723A110317B,Rogers Arena,2020-03-04,19:30,2020-01-22,124,7,18
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:30,2023-11-15,95,7,15
Canucks vs. Devils,11005723A1303213,Rogers Arena,2019-11-10,13:00,2019-10-01,120,4,8
Canucks vs. Sabres,1100572383F91F3D,Rogers Arena,2019-12-07,13:00,2019-10-03,80,4,10
Canucks vs. Canadiens,11005B3CECD72C81,Rogers Arena,2022-03-09,19:30,2021-10-21,112,4,12
Canucks vs. Sabres,1100572383F91F3D,Rogers Arena,2019-12-07,13:00,2019-10-18,113,4,14
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:30,2023-12-16,151,3,6
Canucks vs. Bruins,11005B3CED252D9F,Rogers Arena,2021-12-08,18:00,2021-10-27,158,3,6
Canucks vs. Kings,11005D05E8B95325,Rogers Arena,2023-04-02,17:00,2023-03-21,477,3,6
Canucks vs. Sabres,1100572383F91F3D,Rogers Arena,2019-12-07,13:00,2019-09-25,52,2,4
Canucks vs. Leafs,11005EDDB5E63009,Rogers Arena,2024-01-20,16:00,2023-12-13,808,2,4
Canucks vs. Coyotes,11005723A110317B,Rogers Arena,2020-03-04,19:30,2020-01-18,98,2,4
Canucks vs. Wild,11005723A10D3177,Rogers Arena,2020-02-19,19:30,2019-10-31,20,2,6
Canucks vs. Canadiens,11005B3CECD72C81,Rogers Arena,2022-03-09,19:30,2021-10-25,148,2,8
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2023-08-05,33,1,3
Canucks vs. Leafs,11005EDDB5E63009,Rogers Arena,2024-01-20,16:00,2024-01-05,834,1,2
Canucks vs. Kings,11005EDDB61030CC,Rogers Arena,2024-03-25,18:00,2023-08-28,8,1,2
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:30,2023-10-26,13,0,0
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:30,2023-07-19,32,0,0
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:30,2023-07-16,2,0,0
Canucks vs. Predators,11005D05E8A75307,Rogers Arena,2023-03-06,19:30,2022-10-05,19,0,0
Canucks vs. Blues,11005D05E8F253A5,Rogers Arena,2022-12-19,19:30,2022-09-24,46,0,0
Canucks vs. Canadiens,11005D05E8E95390,Rogers Arena,2022-12-05,19:30,2022-08-28,18,0,0
Canucks vs. Stars,11005B3CECF82D6E,Rogers Arena,2022-04-18,19:30,2022-02-04,55,0,0
Canucks vs. Coyotes,11005723A110317B,Rogers Arena,2020-03-04,19:30,2019-11-21,14,0,0
Canucks vs. Jets,1100572384121F4E,Rogers Arena,2022-03-11,17:00,2020-04-16,9,0,0
Canucks vs. Oilers,11005B3CED042D7C,Rogers Arena,2021-10-09,18:00,2021-10-10,29,0,0
Canucks vs. Jets,1100572384121F4E,Rogers Arena,2022-03-11,17:00,2020-04-09,1,0,0
2019 NHL Draft presented by adidas Round 1,1.10057E+15,Rogers Arena,2019-06-21,17:00,2019-07-08,1,0,0
Canucks vs. Blues,11005B3CECE92D62,Rogers Arena,2022-03-30,19:00,2022-04-08,6,0,0
Canucks vs. Vegas Golden Knights,11005723841C1F52,Rogers Arena,2022-03-16,19:00,2020-03-31,5,0,0
Canucks vs. Seattle Kraken,11005B9122B46B80,Rogers Arena,2022-02-21,19:00,2022-01-04,5,0,0
Cancelled ticket due to 50% capacity Canucks vs Coyotes,11005B3CED322DAD,Rogers Arena,2022-02-08,19:00,2022-01-06,10,0,0
Canucks vs. Blue Jackets,11005526775A2EA2,Rogers Arena,2019-03-24,19:00,2018-12-01,11,0,0
Canucks vs. Wings,11005D05E89952E7,Rogers Arena,2023-02-13,19:00,2022-10-04,23,0,0
Canucks vs. Ducks,1100552677602EA6,Rogers Arena,2019-03-26,19:00,2018-10-18,14,0,0
Canucks vs. Oilers,11005D05E89152CB,Rogers Arena,2023-01-21,19:00,2022-08-24,21,0,0
Canucks vs. Kings,11005B3CECFD2D76,Rogers Arena,2022-04-28,19:00,2021-10-18,20,0,0
Canucks vs. Flyers,11005D05E89D52EF,Rogers Arena,2023-02-18,19:00,2022-10-01,24,0,0
Canucks vs. Blues,11005EDDB5EB3038,Rogers Arena,2024-01-24,19:00,2023-10-10,37,0,0
Canucks vs. Flyers,11005B3CED092D81,Rogers Arena,2021-10-28,19:00,2021-10-02,37,0,0
Canucks vs. Coyotes,11005EDDB5E32FFD,Rogers Arena,2024-01-18,19:00,2023-07-20,47,0,0
Canucks vs. Capitals,11005D05E8E1537C,Rogers Arena,2022-11-29,19:00,2022-09-05,67,0,0
Canucks vs. Kings,11005EDDB5FC3087,Rogers Arena,2024-02-29,19:00,2024-02-24,735,0,0
Canucks vs. Islanders,11005EDDB63A314A,Rogers Arena,2023-11-15,19:00,2023-11-16,146,0,0
Canucks vs. Blues,11005B95FC2140FF,Rogers Arena,2022-01-23,19:00,2022-01-20,552,0,0
Cancelled ticket due to 50% capacity Canucks vs Panthers,11005B3CECCB2C77,Rogers Arena,2022-01-21,19:00,2022-01-11,236,0,0
Canucks vs. Vegas Golden Knights,11005723841C1F52,Rogers Arena,2022-03-16,19:00,2020-03-12,73,0,0
Canucks vs. Sharks,11005526768F2A33,Rogers Arena,2019-04-02,19:00,2018-12-15,22,0,0
Canucks vs. Sharks,11005D05E8B4531A,Rogers Arena,2023-03-23,19:00,2022-10-06,12,0,0
Canucks vs. Sharks,11005B3CECF02D66,Rogers Arena,2022-04-09,19:00,2022-01-08,17,0,0
Canucks vs. Sharks,11005723A12031DF,Rogers Arena,2022-03-13,19:00,2019-10-16,28,0,0
Canucks vs. Sharks,11005EDDB6593198,Rogers Arena,2023-12-23,19:00,2024-01-04,11,0,0
Canucks vs. Flames,11005724C2C837A8,Rogers Arena,2020-02-08,19:00,2020-02-10,15,0,0
Canucks vs. Flames,11005B3CECE42D5E,Rogers Arena,2022-03-19,19:00,2022-02-02,72,0,0
Canucks vs. Flames,11005B3CECE42D5E,Rogers Arena,2022-03-19,19:00,2021-12-28,21,0,0
Canucks vs. Flames,11005EDDB61D30E0,Rogers Arena,2024-04-16,19:00,2023-11-18,76,0,0
Canucks vs. Flames,11005EDDB61D30E0,Rogers Arena,2024-04-16,19:00,2024-03-02,240,0,0
Canucks vs. Ducks,11005B3CED352DAF,Rogers Arena,2022-02-19,19:00,2022-03-09,4,0,0
Canucks vs. Vegas Golden Knights,11005723A141322D,Rogers Arena,2019-12-19,19:00,2019-12-26,3,0,0
Canucks vs. Sharks,11005EDDB640315D,Rogers Arena,2023-11-20,19:00,2023-11-30,3,0,0
Canucks vs. Seattle Kraken,11005D05E8F553A7,Rogers Arena,2022-12-22,19:00,2023-01-06,3,0,0
Canucks vs. Wild,11005D05E8A252F5,Rogers Arena,2023-03-02,19:00,2023-03-23,2,0,0
Canucks vs. Devils,11005EDDB649316B,Rogers Arena,2023-12-05,19:00,2023-12-17,2,0,0
Canucks vs. Vegas Golden Knights,11005D05E8B15316,Rogers Arena,2023-03-21,19:00,2023-05-02,2,0,0
Canucks vs. Kings,1100552677662EAC,Rogers Arena,2019-03-28,19:00,2018-09-16,1,0,0
Canucks vs. Flames,11005EDDB61D30E0,Rogers Arena,2024-04-16,19:00,2023-07-16,1,0,0
Canucks vs. Senators,1100552677532D9A,Rogers Arena,2019-03-20,19:00,2019-03-31,1,0,0
Canucks vs. Blackhawks,11005EDDB5E93019,Rogers Arena,2024-01-22,19:00,2024-02-17,1,0,0
Canucks vs. Sabres,11005B3CECE72D60,Rogers Arena,2022-03-20,19:00,2022-04-07,1,0,0
Canucks vs. Islanders,11005723A11831B0,Rogers Arena,2020-03-10,19:00,2020-03-23,1,0,0
Canucks vs. Islanders,11005723A11831B0,Rogers Arena,2020-03-10,19:00,2020-04-09,0,0,0
Canucks vs. Hurricanes,11005B3CED2A2DA3,Rogers Arena,2021-12-12,19:00,2022-04-26,0,0,0
Canucks vs. Lightning,11005D05E88B52BE,Rogers Arena,2023-01-18,19:00,2023-02-22,0,0,0
Canucks vs. Lightning,11005723A11C31CD,Rogers Arena,2022-03-11,19:00,2020-05-22,0,0,0
Canucks vs. Jets,11005B3CED272DA1,Rogers Arena,2021-12-10,19:00,2022-03-02,0,0,0
Canucks vs. Senators,1100552677532D9A,Rogers Arena,2019-03-20,19:00,2019-05-07,0,0,0
Canucks vs. Seattle Kraken,11005D05E8F553A7,Rogers Arena,2022-12-22,19:00,2023-02-10,0,0,0
Canucks vs. Sharks,11005EDDB6593198,Rogers Arena,2023-12-23,19:00,2024-03-31,0,0,0
Canucks vs. Kings,1100572384211F56,Rogers Arena,2019-10-09,19:00,2019-12-09,0,0,0
Canucks vs. Ducks,11005EDDB643315F,Rogers Arena,2023-11-28,19:00,2023-12-17,0,0,0
Canucks vs. Ducks,11005B3CED352DAF,Rogers Arena,2022-02-19,19:00,2022-03-22,0,0,0
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:00,2023-12-29,221,2,7
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:00,2023-09-29,28,2,4
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:00,2024-01-08,186,3,5
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:00,2023-09-10,5,0,0
Canucks vs. Coyotes,11005EDDB5E32FFD,Rogers Arena,2024-01-18,19:00,2023-12-08,186,0,0
Canucks vs. Vegas Golden Knights,11005EDDB61830D9,Rogers Arena,2024-04-08,19:00,2024-01-25,193,3,9
Canucks vs. Kings,11005EDDB5FC3087,Rogers Arena,2024-02-29,19:00,2024-01-09,193,3,11
Canucks vs. Vegas Golden Knights,11005EDDB61830D9,Rogers Arena,2024-04-08,19:00,2023-11-22,85,5,17
Canucks vs. Jets,11005EDDB5F43070,Rogers Arena,2024-02-17,19:00,2023-12-15,177,2,4
Canucks vs. Vegas Golden Knights,11005EDDB61830D9,Rogers Arena,2024-04-08,19:00,2024-01-20,203,1,4
Canucks vs. Vegas Golden Knights,11005EDDB61830D9,Rogers Arena,2024-04-08,19:00,2023-11-27,86,2,3
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2024-02-09,107,1,2
Canucks vs. Kings,11005EDDB5FC3087,Rogers Arena,2024-02-29,19:00,2023-12-29,116,4,7
Canucks vs. Devils,11005EDDB649316B,Rogers Arena,2023-12-05,19:00,2023-11-28,343,6,8
Canucks vs. Devils,11005EDDB649316B,Rogers Arena,2023-12-05,19:00,2023-07-23,35,2,9
Canucks vs. Ducks,11005B3CED352DAF,Rogers Arena,2022-02-19,19:00,2022-02-19,2294,45,80
Canucks vs. Wings,11005D05E89952E7,Rogers Arena,2023-02-13,19:00,2022-12-26,117,3,8
Canucks vs. Wings,11005EDDB5F1305E,Rogers Arena,2024-02-15,19:00,2023-10-02,71,2,8
Canucks vs. Flames,1100552677CB31A6,Rogers Arena,2019-03-23,19:00,2019-03-21,1178,24,57
Canucks vs. Blue Jackets,11005723A1143199,Rogers Arena,2020-03-08,19:00,2020-02-02,102,3,6
Canucks vs. Avalanche,11005723840D1F47,Rogers Arena,2020-03-06,19:00,2019-12-24,116,22,53
Canucks vs. Flames,11005B3CECD52C7F,Rogers Arena,2022-02-24,19:00,2022-02-22,1981,22,51
Canucks vs. Sharks,11005723A12031DF,Rogers Arena,2022-03-13,19:00,2020-01-11,59,3,10
Canucks vs. Wild,11005D05E8A252F5,Rogers Arena,2023-03-02,19:00,2023-02-28,1189,19,46
Canucks vs. Ducks,1100552677602EA6,Rogers Arena,2019-03-26,19:00,2019-01-02,29,3,7
Canucks vs. Capitals,11005D05E8E1537C,Rogers Arena,2022-11-29,19:00,2022-10-28,213,5,10
Canucks vs. Senators,11005D05E8AC530E,Rogers Arena,2023-03-11,19:00,2022-08-29,64,5,18
Canucks vs. Kings,11005EDDB5FC3087,Rogers Arena,2024-02-29,19:00,2024-01-24,421,10,34
Canucks vs. Oilers,11005EDDB62A3117,Rogers Arena,2023-10-11,19:00,2023-09-05,326,13,37
Canucks vs. Sabres,11005B3CECE72D60,Rogers Arena,2022-03-20,19:00,2022-03-04,248,12,37
Canucks vs Kraken Moving to 50 percent capacity-Updates in progress,11005B3CED392DB1,Rogers Arena,2021-12-27,19:00,2021-10-24,432,4,10
Canucks vs Kraken Moving to 50 percent capacity-Updates in progress,11005B3CED392DB1,Rogers Arena,2021-12-27,19:00,2021-12-07,723,7,18
Canucks vs. Flames,11005B3CECD52C7F,Rogers Arena,2022-02-24,19:00,2022-02-13,355,15,43
Canucks vs. Oilers,11005EDDB62A3117,Rogers Arena,2023-10-11,19:00,2023-07-20,1189,5,11
Canucks vs. Kings,11005724C2E637CE,Rogers Arena,2019-12-28,19:00,2019-12-22,503,14,32
Cancelled ticket due to 50% capacity Canucks vs Panthers,11005B3CECCB2C77,Rogers Arena,2022-01-21,19:00,2021-10-19,82,5,13
Canucks vs. Oilers,11005724C2D637C4,Rogers Arena,2019-12-01,19:00,2019-11-11,285,9,24
Canucks vs. Flames,1100552677CB31A6,Rogers Arena,2019-03-23,19:00,2018-12-01,29,3,6
Canucks vs. Blues,11005B3CECE92D62,Rogers Arena,2022-03-30,19:00,2022-03-15,389,16,45
Canucks vs. Vegas Golden Knights,11005EDDB6463163,Rogers Arena,2023-11-30,19:00,2023-09-24,79,3,7
Canucks vs. Jets,11005B3CED272DA1,Rogers Arena,2021-12-10,19:00,2021-12-01,325,7,22
Cancelled ticket due to 50% capacity Canucks vs Panthers,11005B3CECCB2C77,Rogers Arena,2022-01-21,19:00,2021-11-19,89,4,11
Canucks vs. Vegas Golden Knights,11005526781E320B,Rogers Arena,2019-03-09,19:00,2018-12-17,118,9,20
Canucks vs. Senators,1100552677532D9A,Rogers Arena,2019-03-20,19:00,2018-11-24,24,3,8
Canucks vs. Vegas Golden Knights,11005723841C1F52,Rogers Arena,2022-03-16,19:00,2020-01-19,194,3,7
Canucks vs. Vegas Golden Knights,11005EDDB6463163,Rogers Arena,2023-11-30,19:00,2023-09-20,55,3,9
Canucks vs. Hurricanes,11005EDDB64E3189,Rogers Arena,2023-12-09,19:00,2023-11-11,299,3,9
Canucks vs. Islanders,11005723A11831B0,Rogers Arena,2020-03-10,19:00,2020-01-12,57,3,5
Canucks vs. Flyers,11005EDDB65E319B,Rogers Arena,2023-12-28,19:00,2023-08-16,37,3,5
Canucks vs. Seattle Kraken,11005B9122B46B80,Rogers Arena,2022-02-21,19:00,2022-01-21,1320,35,87
Canucks vs. Sharks,11005B3CECF02D66,Rogers Arena,2022-04-09,19:00,2022-03-27,373,6,18
Canucks vs. Stars,11005D05E8AF5310,Rogers Arena,2023-03-14,19:00,2023-02-15,149,4,14
Canucks vs. Flames,11005D05E8C15331,Rogers Arena,2023-04-08,19:00,2023-03-09,365,6,13
Canucks vs. Coyotes,11005EDDB5E32FFD,Rogers Arena,2024-01-18,19:00,2023-10-05,39,2,2
Canucks vs. Coyotes,11005C3BA8755CCC,Rogers Arena,2022-02-08,19:00,2022-02-06,356,5,17
Canucks vs. Islanders,11005D05E88352B7,Rogers Arena,2023-01-03,19:00,2022-11-04,65,2,3
Canucks vs. Senators,110056FDD5AF3CCA,Rogers Arena,2019-09-25,19:00,2019-09-09,120,2,3
Canucks vs. Vegas Golden Knights,11005526781E320B,Rogers Arena,2019-03-09,19:00,2018-11-11,41,2,7
Canucks vs. Vegas Golden Knights,11005B3CECF32D6A,Rogers Arena,2022-04-12,19:00,2021-11-26,24,2,6
Canucks vs. Blackhawks,1100572383FE1F3F,Rogers Arena,2020-01-02,19:00,2019-09-23,60,2,6
Canucks vs. Capitals,11005B3CECDA2D0F,Rogers Arena,2022-03-11,19:00,2021-10-12,48,2,4
Canucks vs. Sharks,11005723A12031DF,Rogers Arena,2022-03-13,19:00,2019-11-19,31,2,4
Canucks vs. Devils,1100552676832A0F,Rogers Arena,2019-03-15,19:00,2018-10-27,14,2,4
Canucks vs. Islanders,11005EDDB63A314A,Rogers Arena,2023-11-15,19:00,2023-08-22,49,2,4
Canucks vs. Flames,11005724C2C837A8,Rogers Arena,2020-02-08,19:00,2019-11-18,112,2,4
Canucks vs. Sharks,11005526768F2A33,Rogers Arena,2019-04-02,19:00,2019-02-23,70,2,4
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2023-11-20,64,1,2
Canucks vs. Sabres,11005EDDB607309D,Rogers Arena,2024-03-19,19:00,2024-02-17,321,1,2
Canucks vs. Wings,11005EDDB5F1305E,Rogers Arena,2024-02-15,19:00,2024-01-29,959,1,2
Canucks vs. Devils,11005EDDB649316B,Rogers Arena,2023-12-05,19:00,2023-08-14,67,1,2
Canucks vs. Flames,11005D05E8C15331,Rogers Arena,2023-04-08,19:00,2022-12-04,66,1,2
Canucks vs. Blackhawks,11005D05E8BE532E,Rogers Arena,2023-04-06,19:00,2022-09-28,14,1,2
Canucks vs. Blue Jackets,11005D05E89652DD,Rogers Arena,2023-01-27,19:00,2022-11-09,32,1,2
Canucks vs. Devils,11005B3CECDF2D4E,Rogers Arena,2022-03-15,19:00,2021-10-20,30,1,2
Canucks vs. Stars,11005D05E8AF5310,Rogers Arena,2023-03-14,19:00,2023-01-02,54,1,3
Canucks vs. Oilers,11005D05E89152CB,Rogers Arena,2023-01-21,19:00,2022-09-18,116,1,4
Canucks vs. Senators,1100572383F51F36,Rogers Arena,2019-12-03,19:00,2019-10-18,77,1,4
Canucks vs. Sabres,11005B3CECE72D60,Rogers Arena,2022-03-20,19:00,2021-10-21,27,1,4
Canucks vs. Blues,11005B3CECE92D62,Rogers Arena,2022-03-30,19:00,2021-12-08,12,1,4
Canucks vs. Blue Jackets,11005526775A2EA2,Rogers Arena,2019-03-24,19:00,2019-01-21,28,1,4
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2023-09-27,33,1,1
Canucks vs. Devils,11005723A1303213,Rogers Arena,2019-11-10,13:00,2019-10-10,216,7,21
